Iteration,Pattern,CPU Load (%),Execution Time (ms),Energy Consumed (J)
288,VisitorPattern,0.00,0.08,0.0000
288,NonVisitorPattern,0.00,0.07,0.0000
289,VisitorPattern,0.00,0.08,0.0000
289,NonVisitorPattern,0.00,0.07,0.0000
290,VisitorPattern,0.00,0.08,0.0000
290,NonVisitorPattern,0.00,0.07,0.0000
291,VisitorPattern,0.00,0.08,0.0000
291,NonVisitorPattern,0.00,0.08,0.0000
292,VisitorPattern,0.00,0.07,0.0000
292,NonVisitorPattern,0.00,0.07,0.0000
293,VisitorPattern,0.00,0.07,0.0000
293,NonVisitorPattern,0.00,0.07,0.0000
294,VisitorPattern,0.00,0.09,0.0000
294,NonVisitorPattern,0.00,0.08,0.0000
295,VisitorPattern,0.00,0.08,0.0000
295,NonVisitorPattern,0.00,0.07,0.0000
296,VisitorPattern,0.00,0.09,0.0000
296,NonVisitorPattern,0.00,0.07,0.0000
297,VisitorPattern,0.00,0.08,0.0000
297,NonVisitorPattern,0.00,0.07,0.0000
298,VisitorPattern,0.00,0.07,0.0000
298,NonVisitorPattern,0.00,0.07,0.0000
299,VisitorPattern,0.00,0.09,0.0000
299,NonVisitorPattern,0.00,0.07,0.0000
300,VisitorPattern,0.00,0.08,0.0000
300,NonVisitorPattern,0.00,0.07,0.0000
301,VisitorPattern,0.00,0.08,0.0000
301,NonVisitorPattern,0.00,0.07,0.0000
302,VisitorPattern,0.00,0.07,0.0000
302,NonVisitorPattern,0.00,0.07,0.0000
303,VisitorPattern,0.00,0.07,0.0000
303,NonVisitorPattern,0.00,0.07,0.0000
304,VisitorPattern,0.00,0.07,0.0000
304,NonVisitorPattern,0.00,0.08,0.0000
305,VisitorPattern,0.00,0.08,0.0000
305,NonVisitorPattern,0.00,0.09,0.0000
306,VisitorPattern,0.00,0.07,0.0000
306,NonVisitorPattern,0.00,0.07,0.0000
307,VisitorPattern,0.00,0.08,0.0000
307,NonVisitorPattern,0.00,0.07,0.0000
308,VisitorPattern,0.00,0.08,0.0000
308,NonVisitorPattern,0.00,0.07,0.0000
309,VisitorPattern,0.00,0.08,0.0000
309,NonVisitorPattern,0.00,0.07,0.0000
310,VisitorPattern,0.00,0.09,0.0000
310,NonVisitorPattern,0.00,0.08,0.0000
311,VisitorPattern,0.00,0.08,0.0000
311,NonVisitorPattern,0.00,0.09,0.0000
312,VisitorPattern,0.00,0.10,0.0000
312,NonVisitorPattern,0.00,0.09,0.0000
313,VisitorPattern,0.00,0.09,0.0000
313,NonVisitorPattern,0.00,0.08,0.0000
314,VisitorPattern,0.00,0.09,0.0000
314,NonVisitorPattern,0.00,0.09,0.0000
315,VisitorPattern,0.00,0.10,0.0000
315,NonVisitorPattern,0.00,0.09,0.0000
316,VisitorPattern,0.00,0.09,0.0000
316,NonVisitorPattern,0.00,0.08,0.0000
317,VisitorPattern,0.00,0.10,0.0000
317,NonVisitorPattern,0.00,0.09,0.0000
318,VisitorPattern,0.00,0.10,0.0000
318,NonVisitorPattern,0.00,0.09,0.0000
319,VisitorPattern,0.00,0.11,0.0000
319,NonVisitorPattern,0.00,0.09,0.0000
320,VisitorPattern,0.00,0.09,0.0000
320,NonVisitorPattern,0.00,0.08,0.0000
321,VisitorPattern,0.00,0.08,0.0000
321,NonVisitorPattern,0.00,0.08,0.0000
322,VisitorPattern,0.00,0.09,0.0000
322,NonVisitorPattern,0.00,0.08,0.0000
323,VisitorPattern,0.00,0.10,0.0000
323,NonVisitorPattern,0.00,1.02,0.0000
324,VisitorPattern,0.00,0.35,0.0000
324,NonVisitorPattern,0.00,1.50,0.0000
325,VisitorPattern,0.00,0.77,0.0000
325,NonVisitorPattern,0.00,1.81,0.0000
326,VisitorPattern,0.00,0.25,0.0000
326,NonVisitorPattern,0.00,1.33,0.0000
327,VisitorPattern,0.00,0.76,0.0000
327,NonVisitorPattern,0.00,0.46,0.0000
328,VisitorPattern,0.00,0.84,0.0000
328,NonVisitorPattern,0.00,0.08,0.0000
329,VisitorPattern,0.00,0.09,0.0000
329,NonVisitorPattern,0.00,0.08,0.0000
330,VisitorPattern,0.00,0.09,0.0000
330,NonVisitorPattern,0.00,0.08,0.0000
331,VisitorPattern,0.00,0.09,0.0000
331,NonVisitorPattern,0.00,0.09,0.0000
332,VisitorPattern,0.00,0.10,0.0000
332,NonVisitorPattern,0.00,0.09,0.0000
333,VisitorPattern,0.00,0.11,0.0000
333,NonVisitorPattern,0.00,0.09,0.0000
334,VisitorPattern,0.00,0.10,0.0000
334,NonVisitorPattern,0.00,0.10,0.0000
335,VisitorPattern,0.00,0.09,0.0000
335,NonVisitorPattern,0.00,0.08,0.0000
336,VisitorPattern,0.00,0.08,0.0000
336,NonVisitorPattern,0.00,0.08,0.0000
337,VisitorPattern,0.00,0.09,0.0000
337,NonVisitorPattern,0.00,0.09,0.0000
338,VisitorPattern,0.00,0.09,0.0000
338,NonVisitorPattern,0.00,0.10,0.0000
339,VisitorPattern,0.00,0.10,0.0000
339,NonVisitorPattern,0.00,0.09,0.0000
340,VisitorPattern,0.00,0.09,0.0000
340,NonVisitorPattern,0.00,0.09,0.0000
341,VisitorPattern,0.00,0.09,0.0000
341,NonVisitorPattern,0.00,0.08,0.0000
342,VisitorPattern,0.00,0.08,0.0000
342,NonVisitorPattern,0.00,0.08,0.0000
343,VisitorPattern,0.00,0.09,0.0000
343,NonVisitorPattern,0.00,0.09,0.0000
344,VisitorPattern,0.00,0.08,0.0000
344,NonVisitorPattern,0.00,0.08,0.0000
345,VisitorPattern,0.00,0.08,0.0000
345,NonVisitorPattern,0.00,0.08,0.0000
346,VisitorPattern,0.00,0.09,0.0000
346,NonVisitorPattern,0.00,0.08,0.0000
347,VisitorPattern,0.00,0.09,0.0000
347,NonVisitorPattern,0.00,0.10,0.0000
348,VisitorPattern,0.00,0.10,0.0000
348,NonVisitorPattern,0.00,0.09,0.0000
349,VisitorPattern,0.00,0.09,0.0000
349,NonVisitorPattern,0.00,0.09,0.0000
350,VisitorPattern,0.00,0.11,0.0000
350,NonVisitorPattern,0.00,0.09,0.0000
351,VisitorPattern,0.00,0.08,0.0000
351,NonVisitorPattern,0.00,0.09,0.0000
352,VisitorPattern,0.00,0.09,0.0000
352,NonVisitorPattern,0.00,0.09,0.0000
353,VisitorPattern,0.00,0.09,0.0000
353,NonVisitorPattern,0.00,0.09,0.0000
354,VisitorPattern,0.00,0.08,0.0000
354,NonVisitorPattern,0.00,0.09,0.0000
355,VisitorPattern,0.00,0.10,0.0000
355,NonVisitorPattern,0.00,0.08,0.0000
356,VisitorPattern,0.00,0.10,0.0000
356,NonVisitorPattern,0.00,0.08,0.0000
357,VisitorPattern,0.00,0.08,0.0000
357,NonVisitorPattern,0.00,0.08,0.0000
358,VisitorPattern,0.00,0.08,0.0000
358,NonVisitorPattern,0.00,0.09,0.0000
359,VisitorPattern,0.00,0.08,0.0000
359,NonVisitorPattern,0.00,0.08,0.0000
360,VisitorPattern,0.00,0.09,0.0000
360,NonVisitorPattern,0.00,0.08,0.0000
361,VisitorPattern,0.00,0.10,0.0000
361,NonVisitorPattern,0.00,0.10,0.0000
362,VisitorPattern,0.00,0.10,0.0000
362,NonVisitorPattern,0.00,0.08,0.0000
363,VisitorPattern,0.00,0.19,0.0000
363,NonVisitorPattern,0.00,0.15,0.0000
364,VisitorPattern,0.00,0.16,0.0000
364,NonVisitorPattern,0.00,0.14,0.0000
365,VisitorPattern,0.00,0.12,0.0000
365,NonVisitorPattern,0.00,0.12,0.0000
366,VisitorPattern,0.00,0.13,0.0000
366,NonVisitorPattern,0.00,0.09,0.0000
367,VisitorPattern,0.00,0.09,0.0000
367,NonVisitorPattern,0.00,0.08,0.0000
368,VisitorPattern,0.00,0.09,0.0000
368,NonVisitorPattern,0.00,0.08,0.0000
369,VisitorPattern,0.00,0.09,0.0000
369,NonVisitorPattern,0.00,0.08,0.0000
370,VisitorPattern,0.00,0.09,0.0000
370,NonVisitorPattern,0.00,0.08,0.0000
371,VisitorPattern,0.00,0.08,0.0000
371,NonVisitorPattern,0.00,0.08,0.0000
372,VisitorPattern,0.00,0.08,0.0000
372,NonVisitorPattern,0.00,0.07,0.0000
373,VisitorPattern,0.00,0.07,0.0000
373,NonVisitorPattern,0.00,0.07,0.0000
374,VisitorPattern,0.00,0.08,0.0000
374,NonVisitorPattern,0.00,0.07,0.0000
375,VisitorPattern,0.00,0.10,0.0000
375,NonVisitorPattern,0.00,0.09,0.0000
376,VisitorPattern,0.00,0.08,0.0000
376,NonVisitorPattern,0.00,0.07,0.0000
377,VisitorPattern,0.00,0.07,0.0000
377,NonVisitorPattern,0.00,0.07,0.0000
378,VisitorPattern,0.00,0.07,0.0000
378,NonVisitorPattern,0.00,0.07,0.0000
379,VisitorPattern,0.00,0.08,0.0000
379,NonVisitorPattern,0.00,0.07,0.0000
380,VisitorPattern,0.00,0.08,0.0000
380,NonVisitorPattern,0.00,0.07,0.0000
381,VisitorPattern,0.00,0.07,0.0000
381,NonVisitorPattern,0.00,0.07,0.0000
382,VisitorPattern,0.00,0.07,0.0000
382,NonVisitorPattern,0.00,0.07,0.0000
383,VisitorPattern,0.00,0.07,0.0000
383,NonVisitorPattern,0.00,0.07,0.0000
384,VisitorPattern,0.00,0.08,0.0000
384,NonVisitorPattern,0.00,0.07,0.0000
385,VisitorPattern,0.00,0.07,0.0000
385,NonVisitorPattern,0.00,0.07,0.0000
386,VisitorPattern,0.00,0.07,0.0000
386,NonVisitorPattern,0.00,0.07,0.0000
387,VisitorPattern,0.00,0.07,0.0000
387,NonVisitorPattern,0.00,0.07,0.0000
388,VisitorPattern,0.00,0.07,0.0000
388,NonVisitorPattern,0.00,0.07,0.0000
389,VisitorPattern,0.00,0.07,0.0000
389,NonVisitorPattern,0.00,0.07,0.0000
390,VisitorPattern,0.00,0.08,0.0000
390,NonVisitorPattern,0.00,0.07,0.0000
391,VisitorPattern,0.00,0.07,0.0000
391,NonVisitorPattern,0.00,0.07,0.0000
392,VisitorPattern,0.00,0.07,0.0000
392,NonVisitorPattern,0.00,0.07,0.0000
393,VisitorPattern,0.00,0.07,0.0000
393,NonVisitorPattern,0.00,0.07,0.0000
394,VisitorPattern,0.00,0.07,0.0000
394,NonVisitorPattern,0.00,0.07,0.0000
395,VisitorPattern,0.00,0.07,0.0000
395,NonVisitorPattern,0.00,0.07,0.0000
396,VisitorPattern,0.00,0.07,0.0000
396,NonVisitorPattern,0.00,0.07,0.0000
397,VisitorPattern,0.00,0.08,0.0000
397,NonVisitorPattern,0.00,0.07,0.0000
398,VisitorPattern,0.00,0.07,0.0000
398,NonVisitorPattern,0.00,0.07,0.0000
399,VisitorPattern,0.00,0.07,0.0000
399,NonVisitorPattern,0.00,0.07,0.0000
400,VisitorPattern,0.00,0.07,0.0000
400,NonVisitorPattern,0.00,0.07,0.0000
401,VisitorPattern,0.00,0.07,0.0000
401,NonVisitorPattern,0.00,0.07,0.0000
402,VisitorPattern,0.00,0.07,0.0000
402,NonVisitorPattern,0.00,0.07,0.0000
403,VisitorPattern,0.00,0.07,0.0000
403,NonVisitorPattern,0.00,0.07,0.0000
404,VisitorPattern,0.00,0.07,0.0000
404,NonVisitorPattern,0.00,0.07,0.0000
405,VisitorPattern,0.00,0.07,0.0000
405,NonVisitorPattern,0.02,0.09,0.2344
406,VisitorPattern,0.00,0.07,0.0000
406,NonVisitorPattern,0.00,0.07,0.0000
407,VisitorPattern,0.00,0.07,0.0000
407,NonVisitorPattern,0.00,0.07,0.0000
408,VisitorPattern,0.00,0.07,0.0000
408,NonVisitorPattern,0.00,0.07,0.0000
409,VisitorPattern,0.00,0.08,0.0000
409,NonVisitorPattern,0.00,0.07,0.0000
410,VisitorPattern,0.00,0.07,0.0000
410,NonVisitorPattern,0.00,0.07,0.0000
411,VisitorPattern,0.00,0.07,0.0000
411,NonVisitorPattern,0.00,0.07,0.0000
412,VisitorPattern,0.00,0.07,0.0000
412,NonVisitorPattern,0.00,0.07,0.0000
413,VisitorPattern,0.00,0.07,0.0000
413,NonVisitorPattern,0.00,0.07,0.0000
414,VisitorPattern,0.00,0.07,0.0000
414,NonVisitorPattern,0.00,0.07,0.0000
415,VisitorPattern,0.00,0.08,0.0000
415,NonVisitorPattern,0.00,0.07,0.0000
416,VisitorPattern,0.00,0.07,0.0000
416,NonVisitorPattern,0.00,0.07,0.0000
417,VisitorPattern,0.00,0.07,0.0000
417,NonVisitorPattern,0.00,0.07,0.0000
418,VisitorPattern,0.00,0.07,0.0000
418,NonVisitorPattern,0.00,0.07,0.0000
419,VisitorPattern,0.00,0.07,0.0000
419,NonVisitorPattern,0.00,0.07,0.0000
420,VisitorPattern,0.00,1.00,0.0000
420,NonVisitorPattern,0.00,0.07,0.0000
421,VisitorPattern,0.00,0.07,0.0000
421,NonVisitorPattern,0.00,0.07,0.0000
422,VisitorPattern,0.00,0.08,0.0000
422,NonVisitorPattern,0.00,0.07,0.0000
423,VisitorPattern,0.00,0.07,0.0000
423,NonVisitorPattern,0.00,0.07,0.0000
424,VisitorPattern,0.00,0.07,0.0000
424,NonVisitorPattern,0.00,0.07,0.0000
425,VisitorPattern,0.00,0.08,0.0000
425,NonVisitorPattern,0.00,0.07,0.0000
426,VisitorPattern,0.00,0.07,0.0000
426,NonVisitorPattern,0.00,0.07,0.0000
427,VisitorPattern,0.00,0.07,0.0000
427,NonVisitorPattern,0.00,0.07,0.0000
428,VisitorPattern,0.00,0.07,0.0000
428,NonVisitorPattern,0.00,0.07,0.0000
429,VisitorPattern,0.00,0.08,0.0000
429,NonVisitorPattern,0.00,0.07,0.0000
430,VisitorPattern,0.00,0.08,0.0000
430,NonVisitorPattern,0.00,0.07,0.0000
431,VisitorPattern,0.00,0.07,0.0000
431,NonVisitorPattern,0.00,0.07,0.0000
432,VisitorPattern,0.00,0.07,0.0000
432,NonVisitorPattern,0.00,0.07,0.0000
433,VisitorPattern,0.00,0.07,0.0000
433,NonVisitorPattern,0.00,0.07,0.0000
434,VisitorPattern,0.00,0.07,0.0000
434,NonVisitorPattern,0.00,0.07,0.0000
435,VisitorPattern,0.00,0.08,0.0000
435,NonVisitorPattern,0.00,0.07,0.0000
436,VisitorPattern,0.00,0.08,0.0000
436,NonVisitorPattern,0.00,0.07,0.0000
437,VisitorPattern,0.00,0.07,0.0000
437,NonVisitorPattern,0.00,0.07,0.0000
438,VisitorPattern,0.00,0.07,0.0000
438,NonVisitorPattern,0.00,0.08,0.0000
439,VisitorPattern,0.00,0.08,0.0000
439,NonVisitorPattern,0.00,0.07,0.0000
440,VisitorPattern,0.00,0.08,0.0000
440,NonVisitorPattern,0.00,0.07,0.0000
441,VisitorPattern,0.00,0.07,0.0000
441,NonVisitorPattern,0.00,0.07,0.0000
442,VisitorPattern,0.00,0.08,0.0000
442,NonVisitorPattern,0.00,0.07,0.0000
443,VisitorPattern,0.00,0.08,0.0000
443,NonVisitorPattern,0.00,0.07,0.0000
444,VisitorPattern,0.00,0.07,0.0000
444,NonVisitorPattern,0.00,0.07,0.0000
445,VisitorPattern,0.00,0.07,0.0000
445,NonVisitorPattern,0.00,0.07,0.0000
446,VisitorPattern,0.00,0.11,0.0000
446,NonVisitorPattern,0.00,0.08,0.0000
447,VisitorPattern,0.00,0.07,0.0000
447,NonVisitorPattern,0.00,0.07,0.0000
448,VisitorPattern,0.00,0.08,0.0000
448,NonVisitorPattern,0.00,0.07,0.0000
449,VisitorPattern,0.00,0.07,0.0000
449,NonVisitorPattern,0.00,0.15,0.0000
450,VisitorPattern,0.00,0.18,0.0000
450,NonVisitorPattern,0.00,0.16,0.0000
451,VisitorPattern,0.00,0.18,0.0000
451,NonVisitorPattern,0.00,0.15,0.0000
452,VisitorPattern,0.00,0.15,0.0000
452,NonVisitorPattern,0.00,0.13,0.0000
453,VisitorPattern,0.00,0.14,0.0000
453,NonVisitorPattern,0.00,0.09,0.0000
454,VisitorPattern,0.00,0.07,0.0000
454,NonVisitorPattern,0.00,0.07,0.0000
455,VisitorPattern,0.00,0.08,0.0000
455,NonVisitorPattern,0.00,0.08,0.0000
456,VisitorPattern,0.00,0.08,0.0000
456,NonVisitorPattern,0.00,0.11,0.0000
457,VisitorPattern,0.00,0.11,0.0000
457,NonVisitorPattern,0.00,0.07,0.0000
458,VisitorPattern,0.00,0.08,0.0000
458,NonVisitorPattern,0.00,0.07,0.0000
459,VisitorPattern,0.00,0.08,0.0000
459,NonVisitorPattern,0.00,0.07,0.0000
460,VisitorPattern,0.00,0.08,0.0000
460,NonVisitorPattern,0.00,0.07,0.0000
461,VisitorPattern,0.00,0.08,0.0000
461,NonVisitorPattern,0.00,0.07,0.0000
462,VisitorPattern,0.00,0.08,0.0000
462,NonVisitorPattern,0.00,0.07,0.0000
463,VisitorPattern,0.00,0.07,0.0000
463,NonVisitorPattern,0.00,0.07,0.0000
464,VisitorPattern,0.00,0.07,0.0000
464,NonVisitorPattern,0.00,0.07,0.0000
465,VisitorPattern,0.00,0.09,0.0000
465,NonVisitorPattern,0.00,0.08,0.0000
466,VisitorPattern,0.00,0.08,0.0000
466,NonVisitorPattern,0.00,0.08,0.0000
467,VisitorPattern,0.00,0.09,0.0000
467,NonVisitorPattern,0.00,0.08,0.0000
468,VisitorPattern,0.00,0.09,0.0000
468,NonVisitorPattern,0.00,0.08,0.0000
469,VisitorPattern,0.00,0.09,0.0000
469,NonVisitorPattern,0.00,0.08,0.0000
470,VisitorPattern,0.00,0.09,0.0000
470,NonVisitorPattern,0.00,0.08,0.0000
471,VisitorPattern,0.00,0.10,0.0000
471,NonVisitorPattern,0.00,0.08,0.0000
472,VisitorPattern,0.00,0.08,0.0000
472,NonVisitorPattern,0.00,0.08,0.0000
473,VisitorPattern,0.00,0.09,0.0000
473,NonVisitorPattern,0.00,0.09,0.0000
474,VisitorPattern,0.00,0.09,0.0000
474,NonVisitorPattern,0.00,0.08,0.0000
475,VisitorPattern,0.00,0.09,0.0000
475,NonVisitorPattern,0.00,0.08,0.0000
476,VisitorPattern,0.00,0.09,0.0000
476,NonVisitorPattern,0.00,0.08,0.0000
477,VisitorPattern,0.00,0.10,0.0000
477,NonVisitorPattern,0.00,0.09,0.0000
478,VisitorPattern,0.00,0.10,0.0000
478,NonVisitorPattern,0.00,0.08,0.0000
479,VisitorPattern,0.00,0.07,0.0000
479,NonVisitorPattern,0.00,0.07,0.0000
480,VisitorPattern,0.00,0.07,0.0000
480,NonVisitorPattern,0.00,0.08,0.0000
481,VisitorPattern,0.00,0.08,0.0000
481,NonVisitorPattern,0.00,0.07,0.0000
482,VisitorPattern,0.00,0.07,0.0000
482,NonVisitorPattern,0.00,0.08,0.0000
483,VisitorPattern,0.00,0.07,0.0000
483,NonVisitorPattern,0.00,0.07,0.0000
484,VisitorPattern,0.00,0.07,0.0000
484,NonVisitorPattern,0.00,0.07,0.0000
485,VisitorPattern,0.00,0.07,0.0000
485,NonVisitorPattern,0.00,0.08,0.0000
486,VisitorPattern,0.00,0.08,0.0000
486,NonVisitorPattern,0.00,0.07,0.0000
487,VisitorPattern,0.00,0.07,0.0000
487,NonVisitorPattern,0.00,0.07,0.0000
488,VisitorPattern,0.00,0.07,0.0000
488,NonVisitorPattern,0.00,0.08,0.0000
489,VisitorPattern,0.00,0.07,0.0000
489,NonVisitorPattern,0.00,0.07,0.0000
490,VisitorPattern,0.00,0.07,0.0000
490,NonVisitorPattern,0.00,0.07,0.0000
491,VisitorPattern,0.00,0.07,0.0000
491,NonVisitorPattern,0.00,0.07,0.0000
492,VisitorPattern,0.00,0.08,0.0000
492,NonVisitorPattern,0.00,0.10,0.0000
493,VisitorPattern,0.00,0.08,0.0000
493,NonVisitorPattern,0.00,0.08,0.0000
494,VisitorPattern,0.00,0.09,0.0000
494,NonVisitorPattern,0.00,0.08,0.0000
495,VisitorPattern,0.00,0.09,0.0000
495,NonVisitorPattern,0.00,0.09,0.0000
496,VisitorPattern,0.00,0.09,0.0000
496,NonVisitorPattern,0.00,0.10,0.0000
497,VisitorPattern,0.00,0.15,0.0000
497,NonVisitorPattern,0.00,0.11,0.0000
498,VisitorPattern,0.00,0.12,0.0000
498,NonVisitorPattern,0.00,0.20,0.0000
499,VisitorPattern,0.00,0.10,0.0000
499,NonVisitorPattern,0.00,0.13,0.0000
500,VisitorPattern,0.00,0.13,0.0000
500,NonVisitorPattern,0.00,0.16,0.0000
501,VisitorPattern,0.00,0.16,0.0000
501,NonVisitorPattern,0.00,0.22,0.0000
502,VisitorPattern,0.00,0.20,0.0000
502,NonVisitorPattern,0.00,0.17,0.0000
503,VisitorPattern,0.00,0.16,0.0000
503,NonVisitorPattern,0.00,0.09,0.0000
504,VisitorPattern,0.00,0.09,0.0000
504,NonVisitorPattern,0.00,0.08,0.0000
505,VisitorPattern,0.00,0.08,0.0000
505,NonVisitorPattern,0.00,0.08,0.0000
506,VisitorPattern,0.00,0.09,0.0000
506,NonVisitorPattern,0.00,0.09,0.0000
507,VisitorPattern,0.00,0.09,0.0000
507,NonVisitorPattern,0.00,0.08,0.0000
508,VisitorPattern,0.00,0.10,0.0000
508,NonVisitorPattern,0.00,0.08,0.0000
509,VisitorPattern,0.00,0.09,0.0000
509,NonVisitorPattern,0.00,0.08,0.0000
510,VisitorPattern,0.00,0.09,0.0000
510,NonVisitorPattern,0.00,0.08,0.0000
511,VisitorPattern,0.00,0.09,0.0000
511,NonVisitorPattern,0.00,0.12,0.0000
512,VisitorPattern,0.00,0.11,0.0000
512,NonVisitorPattern,0.00,0.08,0.0000
513,VisitorPattern,0.00,0.09,0.0000
513,NonVisitorPattern,0.00,0.08,0.0000
514,VisitorPattern,0.00,0.21,0.0000
514,NonVisitorPattern,0.00,0.16,0.0000
515,VisitorPattern,0.00,0.16,0.0000
515,NonVisitorPattern,0.00,0.15,0.0000
516,VisitorPattern,0.00,0.15,0.0000
516,NonVisitorPattern,0.00,0.17,0.0000
517,VisitorPattern,0.00,0.18,0.0000
517,NonVisitorPattern,0.00,0.08,0.0000
518,VisitorPattern,0.00,0.08,0.0000
518,NonVisitorPattern,0.00,0.08,0.0000
519,VisitorPattern,0.00,0.08,0.0000
519,NonVisitorPattern,0.00,0.10,0.0000
520,VisitorPattern,0.00,0.09,0.0000
520,NonVisitorPattern,0.00,0.08,0.0000
521,VisitorPattern,0.00,0.08,0.0000
521,NonVisitorPattern,0.00,0.08,0.0000
522,VisitorPattern,0.00,0.10,0.0000
522,NonVisitorPattern,0.00,0.08,0.0000
523,VisitorPattern,0.00,0.10,0.0000
523,NonVisitorPattern,0.00,0.09,0.0000
524,VisitorPattern,0.00,0.08,0.0000
524,NonVisitorPattern,0.00,0.08,0.0000
525,VisitorPattern,0.00,0.08,0.0000
525,NonVisitorPattern,0.00,0.08,0.0000
526,VisitorPattern,0.00,0.08,0.0000
526,NonVisitorPattern,0.00,0.09,0.0000
527,VisitorPattern,0.00,0.10,0.0000
527,NonVisitorPattern,0.00,0.08,0.0000
528,VisitorPattern,0.00,0.08,0.0000
528,NonVisitorPattern,0.00,0.08,0.0000
529,VisitorPattern,0.00,0.08,0.0000
529,NonVisitorPattern,0.00,0.09,0.0000
530,VisitorPattern,0.00,0.20,0.0000
530,NonVisitorPattern,0.00,0.19,0.0000
531,VisitorPattern,0.00,0.07,0.0000
531,NonVisitorPattern,0.00,0.07,0.0000
532,VisitorPattern,0.00,0.08,0.0000
532,NonVisitorPattern,0.00,0.07,0.0000
533,VisitorPattern,0.00,0.08,0.0000
533,NonVisitorPattern,0.00,0.08,0.0000
534,VisitorPattern,0.00,0.07,0.0000
534,NonVisitorPattern,0.00,0.15,0.0000
535,VisitorPattern,0.00,0.14,0.0000
535,NonVisitorPattern,0.00,0.17,0.0000
536,VisitorPattern,0.00,0.20,0.0000
536,NonVisitorPattern,0.00,0.13,0.0000
537,VisitorPattern,0.00,0.08,0.0000
537,NonVisitorPattern,0.00,0.07,0.0000
538,VisitorPattern,0.00,0.07,0.0000
538,NonVisitorPattern,0.00,0.07,0.0000
539,VisitorPattern,0.00,0.07,0.0000
539,NonVisitorPattern,0.00,0.07,0.0000
540,VisitorPattern,0.00,0.07,0.0000
540,NonVisitorPattern,0.00,0.07,0.0000
541,VisitorPattern,0.00,0.07,0.0000
541,NonVisitorPattern,0.00,0.07,0.0000
542,VisitorPattern,0.00,0.07,0.0000
542,NonVisitorPattern,0.00,0.07,0.0000
543,VisitorPattern,0.00,0.08,0.0000
543,NonVisitorPattern,0.00,0.07,0.0000
544,VisitorPattern,0.00,0.07,0.0000
544,NonVisitorPattern,0.00,0.08,0.0000
545,VisitorPattern,0.00,0.08,0.0000
545,NonVisitorPattern,0.00,0.07,0.0000
546,VisitorPattern,0.00,0.07,0.0000
546,NonVisitorPattern,0.00,0.07,0.0000
547,VisitorPattern,0.00,0.07,0.0000
547,NonVisitorPattern,0.00,0.08,0.0000
548,VisitorPattern,0.00,0.10,0.0000
548,NonVisitorPattern,0.00,0.08,0.0000
549,VisitorPattern,0.00,0.07,0.0000
549,NonVisitorPattern,0.00,0.07,0.0000
550,VisitorPattern,0.00,0.08,0.0000
550,NonVisitorPattern,0.00,0.07,0.0000
551,VisitorPattern,0.00,0.07,0.0000
551,NonVisitorPattern,0.00,0.07,0.0000
552,VisitorPattern,0.00,0.07,0.0000
552,NonVisitorPattern,0.00,0.09,0.0000
553,VisitorPattern,0.00,0.07,0.0000
553,NonVisitorPattern,0.00,0.08,0.0000
554,VisitorPattern,0.00,0.07,0.0000
554,NonVisitorPattern,0.00,0.07,0.0000
555,VisitorPattern,0.00,0.08,0.0000
555,NonVisitorPattern,0.00,0.07,0.0000
556,VisitorPattern,0.00,0.07,0.0000
556,NonVisitorPattern,0.00,0.07,0.0000
557,VisitorPattern,0.00,0.07,0.0000
557,NonVisitorPattern,0.00,0.07,0.0000
558,VisitorPattern,0.00,0.07,0.0000
558,NonVisitorPattern,0.00,0.07,0.0000
559,VisitorPattern,0.00,0.07,0.0000
559,NonVisitorPattern,0.00,0.07,0.0000
560,VisitorPattern,0.00,0.07,0.0000
560,NonVisitorPattern,0.00,0.09,0.0000
561,VisitorPattern,0.00,0.10,0.0000
561,NonVisitorPattern,0.00,0.11,0.0000
562,VisitorPattern,0.00,0.09,0.0000
562,NonVisitorPattern,0.02,0.34,0.2344
563,VisitorPattern,0.02,0.15,0.2344
563,NonVisitorPattern,0.00,0.14,0.0000
564,VisitorPattern,0.00,0.19,0.0000
564,NonVisitorPattern,0.00,0.19,0.0000
565,VisitorPattern,0.00,0.11,0.0000
565,NonVisitorPattern,0.00,0.10,0.0000
566,VisitorPattern,0.00,0.17,0.0000
566,NonVisitorPattern,0.00,0.12,0.0000
567,VisitorPattern,0.00,0.13,0.0000
567,NonVisitorPattern,0.00,0.12,0.0000
568,VisitorPattern,0.00,0.11,0.0000
568,NonVisitorPattern,0.00,0.11,0.0000
569,VisitorPattern,0.00,0.11,0.0000
569,NonVisitorPattern,0.00,0.11,0.0000
570,VisitorPattern,0.00,0.11,0.0000
570,NonVisitorPattern,0.00,0.12,0.0000
571,VisitorPattern,0.00,0.12,0.0000
571,NonVisitorPattern,0.00,0.12,0.0000
572,VisitorPattern,0.00,0.11,0.0000
572,NonVisitorPattern,0.00,0.12,0.0000
573,VisitorPattern,0.00,0.18,0.0000
573,NonVisitorPattern,0.00,0.18,0.0000
574,VisitorPattern,0.00,0.21,0.0000
574,NonVisitorPattern,0.00,0.19,0.0000
575,VisitorPattern,0.00,0.17,0.0000
575,NonVisitorPattern,0.00,0.16,0.0000
576,VisitorPattern,0.00,0.15,0.0000
576,NonVisitorPattern,0.00,0.19,0.0000
577,VisitorPattern,0.00,0.11,0.0000
577,NonVisitorPattern,0.00,0.10,0.0000
578,VisitorPattern,0.00,0.10,0.0000
