Iteration,Pattern,CPU Load (%),Execution Time (ms),Energy Consumed (J)
5108,NonVisitorPattern,0.00,0.10,0.0000
5109,VisitorPattern,0.00,0.07,0.0000
5109,NonVisitorPattern,0.00,0.07,0.0000
5110,VisitorPattern,0.00,0.07,0.0000
5110,NonVisitorPattern,0.00,0.07,0.0000
5111,VisitorPattern,0.00,0.10,0.0000
5111,NonVisitorPattern,0.00,0.07,0.0000
5112,VisitorPattern,0.00,0.07,0.0000
5112,NonVisitorPattern,0.00,0.07,0.0000
5113,VisitorPattern,0.00,0.07,0.0000
5113,NonVisitorPattern,0.00,0.07,0.0000
5114,VisitorPattern,0.00,0.07,0.0000
5114,NonVisitorPattern,0.00,0.07,0.0000
5115,VisitorPattern,0.00,0.07,0.0000
5115,NonVisitorPattern,0.00,0.07,0.0000
5116,VisitorPattern,0.00,0.08,0.0000
5116,NonVisitorPattern,0.00,0.07,0.0000
5117,VisitorPattern,0.00,0.08,0.0000
5117,NonVisitorPattern,0.00,0.07,0.0000
5118,VisitorPattern,0.00,0.08,0.0000
5118,NonVisitorPattern,0.00,0.07,0.0000
5119,VisitorPattern,0.00,0.07,0.0000
5119,NonVisitorPattern,0.00,0.07,0.0000
5120,VisitorPattern,0.00,0.07,0.0000
5120,NonVisitorPattern,0.00,0.08,0.0000
5121,VisitorPattern,0.00,0.08,0.0000
5121,NonVisitorPattern,0.00,0.08,0.0000
5122,VisitorPattern,0.00,0.08,0.0000
5122,NonVisitorPattern,0.00,0.10,0.0000
5123,VisitorPattern,0.00,0.07,0.0000
5123,NonVisitorPattern,0.00,0.07,0.0000
5124,VisitorPattern,0.00,0.07,0.0000
5124,NonVisitorPattern,0.00,0.07,0.0000
5125,VisitorPattern,0.00,0.07,0.0000
5125,NonVisitorPattern,0.00,0.07,0.0000
5126,VisitorPattern,0.00,0.07,0.0000
5126,NonVisitorPattern,0.00,0.07,0.0000
5127,VisitorPattern,0.00,0.07,0.0000
5127,NonVisitorPattern,0.00,0.07,0.0000
5128,VisitorPattern,0.00,0.07,0.0000
5128,NonVisitorPattern,0.00,0.07,0.0000
5129,VisitorPattern,0.00,0.07,0.0000
5129,NonVisitorPattern,0.00,0.07,0.0000
5130,VisitorPattern,0.00,0.07,0.0000
5130,NonVisitorPattern,0.00,0.07,0.0000
5131,VisitorPattern,0.00,0.07,0.0000
5131,NonVisitorPattern,0.00,0.07,0.0000
5132,VisitorPattern,0.00,0.08,0.0000
5132,NonVisitorPattern,0.00,0.07,0.0000
5133,VisitorPattern,0.00,0.08,0.0000
5133,NonVisitorPattern,0.00,0.07,0.0000
5134,VisitorPattern,0.00,0.08,0.0000
5134,NonVisitorPattern,0.00,0.07,0.0000
5135,VisitorPattern,0.00,0.07,0.0000
5135,NonVisitorPattern,0.00,0.07,0.0000
5136,VisitorPattern,0.00,0.07,0.0000
5136,NonVisitorPattern,0.00,0.07,0.0000
5137,VisitorPattern,0.00,0.07,0.0000
5137,NonVisitorPattern,0.00,0.07,0.0000
5138,VisitorPattern,0.00,0.07,0.0000
5138,NonVisitorPattern,0.00,0.07,0.0000
5139,VisitorPattern,0.00,0.07,0.0000
5139,NonVisitorPattern,0.00,0.07,0.0000
5140,VisitorPattern,0.00,0.07,0.0000
5140,NonVisitorPattern,0.00,0.07,0.0000
5141,VisitorPattern,0.00,0.07,0.0000
5141,NonVisitorPattern,0.00,0.07,0.0000
5142,VisitorPattern,0.00,0.07,0.0000
5142,NonVisitorPattern,0.00,0.07,0.0000
5143,VisitorPattern,0.00,0.07,0.0000
5143,NonVisitorPattern,0.00,0.07,0.0000
5144,VisitorPattern,0.00,0.07,0.0000
5144,NonVisitorPattern,0.00,0.07,0.0000
5145,VisitorPattern,0.00,0.07,0.0000
5145,NonVisitorPattern,0.00,0.07,0.0000
5146,VisitorPattern,0.00,0.08,0.0000
5146,NonVisitorPattern,0.00,0.07,0.0000
5147,VisitorPattern,0.00,0.08,0.0000
5147,NonVisitorPattern,0.00,0.07,0.0000
5148,VisitorPattern,0.00,0.08,0.0000
5148,NonVisitorPattern,0.00,0.07,0.0000
5149,VisitorPattern,0.00,0.07,0.0000
5149,NonVisitorPattern,0.00,0.07,0.0000
5150,VisitorPattern,0.00,0.08,0.0000
5150,NonVisitorPattern,0.00,0.07,0.0000
5151,VisitorPattern,0.00,0.07,0.0000
5151,NonVisitorPattern,0.00,0.07,0.0000
5152,VisitorPattern,0.00,0.07,0.0000
5152,NonVisitorPattern,0.00,0.07,0.0000
5153,VisitorPattern,0.00,0.08,0.0000
5153,NonVisitorPattern,0.00,0.07,0.0000
5154,VisitorPattern,0.00,0.09,0.0000
5154,NonVisitorPattern,0.00,0.08,0.0000
5155,VisitorPattern,0.00,0.09,0.0000
5155,NonVisitorPattern,0.00,0.08,0.0000
5156,VisitorPattern,0.00,0.08,0.0000
5156,NonVisitorPattern,0.00,0.08,0.0000
5157,VisitorPattern,0.00,0.09,0.0000
5157,NonVisitorPattern,0.00,0.08,0.0000
5158,VisitorPattern,0.00,0.08,0.0000
5158,NonVisitorPattern,0.00,0.08,0.0000
5159,VisitorPattern,0.00,0.08,0.0000
5159,NonVisitorPattern,0.00,0.08,0.0000
5160,VisitorPattern,0.00,0.08,0.0000
5160,NonVisitorPattern,0.00,0.08,0.0000
5161,VisitorPattern,0.00,0.08,0.0000
5161,NonVisitorPattern,0.00,0.08,0.0000
5162,VisitorPattern,0.00,0.09,0.0000
5162,NonVisitorPattern,0.00,0.08,0.0000
5163,VisitorPattern,0.00,0.09,0.0000
5163,NonVisitorPattern,0.00,0.08,0.0000
5164,VisitorPattern,0.00,0.09,0.0000
5164,NonVisitorPattern,0.00,0.09,0.0000
5165,VisitorPattern,0.00,0.09,0.0000
5165,NonVisitorPattern,0.00,0.08,0.0000
5166,VisitorPattern,0.00,0.08,0.0000
5166,NonVisitorPattern,0.00,0.08,0.0000
5167,VisitorPattern,0.00,0.09,0.0000
5167,NonVisitorPattern,0.00,0.08,0.0000
5168,VisitorPattern,0.00,0.09,0.0000
5168,NonVisitorPattern,0.00,0.08,0.0000
5169,VisitorPattern,0.00,0.09,0.0000
5169,NonVisitorPattern,0.00,0.08,0.0000
5170,VisitorPattern,0.00,0.08,0.0000
5170,NonVisitorPattern,0.00,0.08,0.0000
5171,VisitorPattern,0.00,0.08,0.0000
5171,NonVisitorPattern,0.00,0.07,0.0000
5172,VisitorPattern,0.00,0.10,0.0000
5172,NonVisitorPattern,0.00,0.08,0.0000
5173,VisitorPattern,0.00,0.09,0.0000
5173,NonVisitorPattern,0.00,0.08,0.0000
5174,VisitorPattern,0.00,0.09,0.0000
5174,NonVisitorPattern,0.00,0.08,0.0000
5175,VisitorPattern,0.00,0.08,0.0000
5175,NonVisitorPattern,0.00,0.08,0.0000
5176,VisitorPattern,0.00,0.08,0.0000
5176,NonVisitorPattern,0.00,0.08,0.0000
5177,VisitorPattern,0.00,0.08,0.0000
5177,NonVisitorPattern,0.00,0.08,0.0000
5178,VisitorPattern,0.00,0.08,0.0000
5178,NonVisitorPattern,0.00,0.08,0.0000
5179,VisitorPattern,0.00,0.08,0.0000
5179,NonVisitorPattern,0.00,0.08,0.0000
5180,VisitorPattern,0.00,0.08,0.0000
5180,NonVisitorPattern,0.00,0.08,0.0000
5181,VisitorPattern,0.00,0.08,0.0000
5181,NonVisitorPattern,0.00,0.08,0.0000
5182,VisitorPattern,0.00,0.08,0.0000
5182,NonVisitorPattern,0.00,0.08,0.0000
5183,VisitorPattern,0.00,0.09,0.0000
5183,NonVisitorPattern,0.00,0.08,0.0000
5184,VisitorPattern,0.00,0.08,0.0000
5184,NonVisitorPattern,0.00,0.08,0.0000
5185,VisitorPattern,0.00,0.08,0.0000
5185,NonVisitorPattern,0.00,0.08,0.0000
5186,VisitorPattern,0.00,0.09,0.0000
5186,NonVisitorPattern,0.00,0.08,0.0000
5187,VisitorPattern,0.00,0.09,0.0000
5187,NonVisitorPattern,0.00,0.08,0.0000
5188,VisitorPattern,0.00,0.08,0.0000
5188,NonVisitorPattern,0.00,0.08,0.0000
5189,VisitorPattern,0.00,0.08,0.0000
5189,NonVisitorPattern,0.00,0.08,0.0000
5190,VisitorPattern,0.00,0.07,0.0000
5190,NonVisitorPattern,0.00,0.07,0.0000
5191,VisitorPattern,0.00,0.07,0.0000
5191,NonVisitorPattern,0.00,0.07,0.0000
5192,VisitorPattern,0.00,0.07,0.0000
5192,NonVisitorPattern,0.00,0.07,0.0000
5193,VisitorPattern,0.00,0.07,0.0000
5193,NonVisitorPattern,0.00,0.07,0.0000
5194,VisitorPattern,0.00,0.07,0.0000
5194,NonVisitorPattern,0.00,0.07,0.0000
5195,VisitorPattern,0.00,0.07,0.0000
5195,NonVisitorPattern,0.00,0.07,0.0000
5196,VisitorPattern,0.00,0.07,0.0000
5196,NonVisitorPattern,0.00,0.07,0.0000
5197,VisitorPattern,0.00,0.07,0.0000
5197,NonVisitorPattern,0.00,0.07,0.0000
5198,VisitorPattern,0.00,0.07,0.0000
5198,NonVisitorPattern,0.00,0.07,0.0000
5199,VisitorPattern,0.00,0.07,0.0000
5199,NonVisitorPattern,0.00,0.07,0.0000
5200,VisitorPattern,0.00,0.07,0.0000
5200,NonVisitorPattern,0.00,0.12,0.0000
5201,VisitorPattern,0.00,0.08,0.0000
5201,NonVisitorPattern,0.00,0.07,0.0000
5202,VisitorPattern,0.00,0.16,0.0000
5202,NonVisitorPattern,0.00,0.07,0.0000
5203,VisitorPattern,0.00,0.08,0.0000
5203,NonVisitorPattern,0.00,0.07,0.0000
5204,VisitorPattern,0.00,0.07,0.0000
5204,NonVisitorPattern,0.00,0.07,0.0000
5205,VisitorPattern,0.00,0.07,0.0000
5205,NonVisitorPattern,0.00,0.07,0.0000
5206,VisitorPattern,0.00,0.07,0.0000
5206,NonVisitorPattern,0.00,0.07,0.0000
5207,VisitorPattern,0.00,0.07,0.0000
5207,NonVisitorPattern,0.00,0.07,0.0000
5208,VisitorPattern,0.00,0.08,0.0000
5208,NonVisitorPattern,0.00,0.07,0.0000
5209,VisitorPattern,0.00,0.07,0.0000
5209,NonVisitorPattern,0.00,0.07,0.0000
5210,VisitorPattern,0.00,0.07,0.0000
5210,NonVisitorPattern,0.00,0.07,0.0000
5211,VisitorPattern,0.00,0.07,0.0000
5211,NonVisitorPattern,0.00,0.07,0.0000
5212,VisitorPattern,0.00,0.07,0.0000
5212,NonVisitorPattern,0.00,0.07,0.0000
5213,VisitorPattern,0.00,0.08,0.0000
5213,NonVisitorPattern,0.00,0.07,0.0000
5214,VisitorPattern,0.00,0.07,0.0000
5214,NonVisitorPattern,0.00,0.07,0.0000
5215,VisitorPattern,0.00,0.07,0.0000
5215,NonVisitorPattern,0.00,0.07,0.0000
5216,VisitorPattern,0.00,0.07,0.0000
5216,NonVisitorPattern,0.00,0.07,0.0000
5217,VisitorPattern,0.00,0.07,0.0000
5217,NonVisitorPattern,0.00,0.07,0.0000
5218,VisitorPattern,0.00,0.07,0.0000
5218,NonVisitorPattern,0.00,0.07,0.0000
5219,VisitorPattern,0.00,0.07,0.0000
5219,NonVisitorPattern,0.00,0.07,0.0000
5220,VisitorPattern,0.00,0.07,0.0000
5220,NonVisitorPattern,0.00,0.07,0.0000
5221,VisitorPattern,0.00,0.07,0.0000
5221,NonVisitorPattern,0.00,0.08,0.0000
5222,VisitorPattern,0.00,0.10,0.0000
5222,NonVisitorPattern,0.00,0.07,0.0000
5223,VisitorPattern,0.00,0.08,0.0000
5223,NonVisitorPattern,0.00,0.07,0.0000
5224,VisitorPattern,0.00,0.07,0.0000
5224,NonVisitorPattern,0.00,0.07,0.0000
5225,VisitorPattern,0.00,0.07,0.0000
5225,NonVisitorPattern,0.00,0.07,0.0000
5226,VisitorPattern,0.00,0.07,0.0000
5226,NonVisitorPattern,0.00,0.07,0.0000
5227,VisitorPattern,0.00,0.07,0.0000
5227,NonVisitorPattern,0.00,0.07,0.0000
5228,VisitorPattern,0.00,0.07,0.0000
5228,NonVisitorPattern,0.00,0.07,0.0000
5229,VisitorPattern,0.00,0.07,0.0000
5229,NonVisitorPattern,0.00,0.07,0.0000
5230,VisitorPattern,0.00,0.07,0.0000
5230,NonVisitorPattern,0.00,0.07,0.0000
5231,VisitorPattern,0.00,0.07,0.0000
5231,NonVisitorPattern,0.00,0.07,0.0000
5232,VisitorPattern,0.00,0.08,0.0000
5232,NonVisitorPattern,0.00,0.08,0.0000
5233,VisitorPattern,0.00,0.08,0.0000
5233,NonVisitorPattern,0.00,0.08,0.0000
5234,VisitorPattern,0.00,0.08,0.0000
5234,NonVisitorPattern,0.00,0.07,0.0000
5235,VisitorPattern,0.00,0.07,0.0000
5235,NonVisitorPattern,0.00,0.07,0.0000
5236,VisitorPattern,0.00,0.07,0.0000
5236,NonVisitorPattern,0.00,0.07,0.0000
5237,VisitorPattern,0.00,0.07,0.0000
5237,NonVisitorPattern,0.00,0.07,0.0000
5238,VisitorPattern,0.00,0.07,0.0000
5238,NonVisitorPattern,0.00,0.07,0.0000
5239,VisitorPattern,0.00,0.07,0.0000
5239,NonVisitorPattern,0.00,0.07,0.0000
5240,VisitorPattern,0.00,0.07,0.0000
5240,NonVisitorPattern,0.00,0.07,0.0000
5241,VisitorPattern,0.00,0.07,0.0000
5241,NonVisitorPattern,0.00,0.07,0.0000
5242,VisitorPattern,0.00,0.07,0.0000
5242,NonVisitorPattern,0.00,0.07,0.0000
5243,VisitorPattern,0.00,0.07,0.0000
5243,NonVisitorPattern,0.00,0.07,0.0000
5244,VisitorPattern,0.00,0.07,0.0000
5244,NonVisitorPattern,0.00,0.07,0.0000
5245,VisitorPattern,0.00,0.07,0.0000
5245,NonVisitorPattern,0.00,0.07,0.0000
5246,VisitorPattern,0.00,0.07,0.0000
5246,NonVisitorPattern,0.00,0.07,0.0000
5247,VisitorPattern,0.00,0.07,0.0000
5247,NonVisitorPattern,0.00,0.07,0.0000
5248,VisitorPattern,0.00,0.07,0.0000
5248,NonVisitorPattern,0.00,0.07,0.0000
5249,VisitorPattern,0.00,0.07,0.0000
5249,NonVisitorPattern,0.00,0.07,0.0000
5250,VisitorPattern,0.00,0.07,0.0000
5250,NonVisitorPattern,0.00,0.07,0.0000
5251,VisitorPattern,0.00,0.07,0.0000
5251,NonVisitorPattern,0.00,0.07,0.0000
5252,VisitorPattern,0.00,0.07,0.0000
5252,NonVisitorPattern,0.00,0.07,0.0000
5253,VisitorPattern,0.00,0.07,0.0000
5253,NonVisitorPattern,0.00,0.07,0.0000
5254,VisitorPattern,0.00,0.07,0.0000
5254,NonVisitorPattern,0.00,0.08,0.0000
5255,VisitorPattern,0.00,0.08,0.0000
5255,NonVisitorPattern,0.00,0.08,0.0000
5256,VisitorPattern,0.00,0.08,0.0000
5256,NonVisitorPattern,0.00,0.08,0.0000
5257,VisitorPattern,0.00,0.08,0.0000
5257,NonVisitorPattern,0.00,0.08,0.0000
5258,VisitorPattern,0.00,0.08,0.0000
5258,NonVisitorPattern,0.00,0.08,0.0000
5259,VisitorPattern,0.00,0.08,0.0000
5259,NonVisitorPattern,0.00,0.08,0.0000
5260,VisitorPattern,0.00,0.08,0.0000
5260,NonVisitorPattern,0.00,0.08,0.0000
5261,VisitorPattern,0.00,0.08,0.0000
5261,NonVisitorPattern,0.00,0.08,0.0000
5262,VisitorPattern,0.00,0.08,0.0000
5262,NonVisitorPattern,0.00,0.08,0.0000
5263,VisitorPattern,0.00,0.08,0.0000
5263,NonVisitorPattern,0.00,0.08,0.0000
5264,VisitorPattern,0.00,0.08,0.0000
5264,NonVisitorPattern,0.00,0.08,0.0000
5265,VisitorPattern,0.00,0.08,0.0000
5265,NonVisitorPattern,0.00,0.08,0.0000
5266,VisitorPattern,0.00,0.08,0.0000
5266,NonVisitorPattern,0.00,0.11,0.0000
5267,VisitorPattern,0.00,0.09,0.0000
5267,NonVisitorPattern,0.00,0.13,0.0000
5268,VisitorPattern,0.00,0.12,0.0000
5268,NonVisitorPattern,0.00,0.11,0.0000
5269,VisitorPattern,0.00,2.01,0.0000
5269,NonVisitorPattern,0.00,0.08,0.0000
5270,VisitorPattern,0.00,0.08,0.0000
5270,NonVisitorPattern,0.00,0.08,0.0000
5271,VisitorPattern,0.00,0.08,0.0000
5271,NonVisitorPattern,0.00,0.08,0.0000
5272,VisitorPattern,0.00,0.09,0.0000
5272,NonVisitorPattern,0.00,0.08,0.0000
5273,VisitorPattern,0.00,0.08,0.0000
5273,NonVisitorPattern,0.00,0.08,0.0000
5274,VisitorPattern,0.00,0.08,0.0000
5274,NonVisitorPattern,0.00,0.08,0.0000
5275,VisitorPattern,0.00,0.08,0.0000
5275,NonVisitorPattern,0.00,0.08,0.0000
5276,VisitorPattern,0.00,0.08,0.0000
5276,NonVisitorPattern,0.00,0.08,0.0000
5277,VisitorPattern,0.00,0.08,0.0000
5277,NonVisitorPattern,0.00,0.08,0.0000
5278,VisitorPattern,0.00,0.09,0.0000
5278,NonVisitorPattern,0.00,0.08,0.0000
5279,VisitorPattern,0.00,0.08,0.0000
5279,NonVisitorPattern,0.00,0.08,0.0000
5280,VisitorPattern,0.00,0.08,0.0000
5280,NonVisitorPattern,0.00,0.08,0.0000
5281,VisitorPattern,0.00,0.12,0.0000
5281,NonVisitorPattern,0.00,0.09,0.0000
5282,VisitorPattern,0.00,0.09,0.0000
5282,NonVisitorPattern,0.00,0.08,0.0000
5283,VisitorPattern,0.00,0.10,0.0000
5283,NonVisitorPattern,0.00,0.08,0.0000
5284,VisitorPattern,0.00,0.08,0.0000
5284,NonVisitorPattern,0.00,0.08,0.0000
5285,VisitorPattern,0.00,0.08,0.0000
5285,NonVisitorPattern,0.00,0.08,0.0000
5286,VisitorPattern,0.00,0.08,0.0000
5286,NonVisitorPattern,0.00,0.08,0.0000
5287,VisitorPattern,0.00,0.08,0.0000
5287,NonVisitorPattern,0.00,0.08,0.0000
5288,VisitorPattern,0.00,0.08,0.0000
5288,NonVisitorPattern,0.00,0.08,0.0000
5289,VisitorPattern,0.00,0.09,0.0000
5289,NonVisitorPattern,0.00,0.08,0.0000
5290,VisitorPattern,0.00,0.08,0.0000
5290,NonVisitorPattern,0.00,0.08,0.0000
5291,VisitorPattern,0.00,0.08,0.0000
5291,NonVisitorPattern,0.00,0.08,0.0000
5292,VisitorPattern,0.00,0.08,0.0000
5292,NonVisitorPattern,0.00,0.08,0.0000
5293,VisitorPattern,0.00,0.08,0.0000
5293,NonVisitorPattern,0.00,0.07,0.0000
5294,VisitorPattern,0.00,0.08,0.0000
5294,NonVisitorPattern,0.00,0.09,0.0000
5295,VisitorPattern,0.00,0.09,0.0000
5295,NonVisitorPattern,0.00,0.08,0.0000
5296,VisitorPattern,0.00,0.09,0.0000
5296,NonVisitorPattern,0.00,0.08,0.0000
5297,VisitorPattern,0.00,0.10,0.0000
5297,NonVisitorPattern,0.00,0.08,0.0000
5298,VisitorPattern,0.00,0.08,0.0000
5298,NonVisitorPattern,0.00,0.08,0.0000
5299,VisitorPattern,0.00,0.08,0.0000
5299,NonVisitorPattern,0.00,0.08,0.0000
5300,VisitorPattern,0.00,0.09,0.0000
5300,NonVisitorPattern,0.00,0.08,0.0000
5301,VisitorPattern,0.00,0.08,0.0000
5301,NonVisitorPattern,0.00,0.08,0.0000
5302,VisitorPattern,0.00,0.08,0.0000
5302,NonVisitorPattern,0.00,0.08,0.0000
5303,VisitorPattern,0.00,0.08,0.0000
5303,NonVisitorPattern,0.00,0.07,0.0000
5304,VisitorPattern,0.00,0.08,0.0000
5304,NonVisitorPattern,0.00,0.08,0.0000
5305,VisitorPattern,0.00,0.08,0.0000
5305,NonVisitorPattern,0.00,0.08,0.0000
5306,VisitorPattern,0.00,0.08,0.0000
5306,NonVisitorPattern,0.00,0.08,0.0000
5307,VisitorPattern,0.00,0.08,0.0000
5307,NonVisitorPattern,0.00,0.08,0.0000
5308,VisitorPattern,0.00,0.08,0.0000
5308,NonVisitorPattern,0.00,0.08,0.0000
5309,VisitorPattern,0.00,0.08,0.0000
5309,NonVisitorPattern,0.00,0.08,0.0000
5310,VisitorPattern,0.00,0.08,0.0000
5310,NonVisitorPattern,0.00,0.08,0.0000
5311,VisitorPattern,0.00,0.08,0.0000
5311,NonVisitorPattern,0.00,0.08,0.0000
5312,VisitorPattern,0.00,0.08,0.0000
5312,NonVisitorPattern,0.00,0.08,0.0000
5313,VisitorPattern,0.00,0.08,0.0000
5313,NonVisitorPattern,0.00,0.08,0.0000
5314,VisitorPattern,0.00,0.08,0.0000
5314,NonVisitorPattern,0.00,0.08,0.0000
5315,VisitorPattern,0.00,0.09,0.0000
5315,NonVisitorPattern,0.00,0.08,0.0000
5316,VisitorPattern,0.00,0.08,0.0000
5316,NonVisitorPattern,0.00,0.08,0.0000
5317,VisitorPattern,0.00,0.08,0.0000
5317,NonVisitorPattern,0.00,0.08,0.0000
5318,VisitorPattern,0.00,0.08,0.0000
5318,NonVisitorPattern,0.00,0.08,0.0000
5319,VisitorPattern,0.00,0.08,0.0000
5319,NonVisitorPattern,0.00,0.08,0.0000
5320,VisitorPattern,0.00,0.08,0.0000
5320,NonVisitorPattern,0.00,0.08,0.0000
5321,VisitorPattern,0.00,0.08,0.0000
5321,NonVisitorPattern,0.00,0.08,0.0000
5322,VisitorPattern,0.00,0.08,0.0000
5322,NonVisitorPattern,0.00,0.08,0.0000
5323,VisitorPattern,0.00,0.08,0.0000
5323,NonVisitorPattern,0.00,0.08,0.0000
5324,VisitorPattern,0.00,0.08,0.0000
5324,NonVisitorPattern,0.00,0.08,0.0000
5325,VisitorPattern,0.00,0.08,0.0000
5325,NonVisitorPattern,0.00,0.08,0.0000
5326,VisitorPattern,0.00,0.08,0.0000
5326,NonVisitorPattern,0.00,0.08,0.0000
5327,VisitorPattern,0.00,0.08,0.0000
5327,NonVisitorPattern,0.00,0.08,0.0000
5328,VisitorPattern,0.00,0.08,0.0000
5328,NonVisitorPattern,0.00,0.08,0.0000
5329,VisitorPattern,0.00,0.08,0.0000
5329,NonVisitorPattern,0.00,0.07,0.0000
5330,VisitorPattern,0.00,0.08,0.0000
5330,NonVisitorPattern,0.00,0.08,0.0000
5331,VisitorPattern,0.00,0.08,0.0000
5331,NonVisitorPattern,0.00,0.08,0.0000
5332,VisitorPattern,0.00,0.08,0.0000
5332,NonVisitorPattern,0.00,0.08,0.0000
5333,VisitorPattern,0.00,0.08,0.0000
5333,NonVisitorPattern,0.00,0.08,0.0000
5334,VisitorPattern,0.00,0.08,0.0000
5334,NonVisitorPattern,0.00,0.07,0.0000
5335,VisitorPattern,0.00,0.08,0.0000
5335,NonVisitorPattern,0.00,0.08,0.0000
5336,VisitorPattern,0.00,0.08,0.0000
5336,NonVisitorPattern,0.00,0.08,0.0000
5337,VisitorPattern,0.00,0.08,0.0000
5337,NonVisitorPattern,0.00,0.08,0.0000
5338,VisitorPattern,0.00,0.08,0.0000
5338,NonVisitorPattern,0.00,0.08,0.0000
5339,VisitorPattern,0.00,0.08,0.0000
5339,NonVisitorPattern,0.00,0.07,0.0000
5340,VisitorPattern,0.00,0.08,0.0000
5340,NonVisitorPattern,0.00,0.08,0.0000
5341,VisitorPattern,0.00,0.08,0.0000
5341,NonVisitorPattern,0.00,0.08,0.0000
5342,VisitorPattern,0.00,0.08,0.0000
5342,NonVisitorPattern,0.00,0.08,0.0000
5343,VisitorPattern,0.00,0.08,0.0000
5343,NonVisitorPattern,0.00,0.08,0.0000
5344,VisitorPattern,0.00,0.08,0.0000
5344,NonVisitorPattern,0.00,0.08,0.0000
5345,VisitorPattern,0.00,0.08,0.0000
5345,NonVisitorPattern,0.00,0.08,0.0000
5346,VisitorPattern,0.00,0.12,0.0000
5346,NonVisitorPattern,0.00,0.11,0.0000
5347,VisitorPattern,0.00,0.08,0.0000
5347,NonVisitorPattern,0.00,0.08,0.0000
5348,VisitorPattern,0.00,0.08,0.0000
5348,NonVisitorPattern,0.00,0.08,0.0000
5349,VisitorPattern,0.00,0.08,0.0000
5349,NonVisitorPattern,0.00,0.08,0.0000
5350,VisitorPattern,0.00,0.08,0.0000
5350,NonVisitorPattern,0.00,0.08,0.0000
5351,VisitorPattern,0.00,0.10,0.0000
5351,NonVisitorPattern,0.00,0.09,0.0000
5352,VisitorPattern,0.00,0.09,0.0000
5352,NonVisitorPattern,0.00,0.09,0.0000
5353,VisitorPattern,0.00,0.08,0.0000
5353,NonVisitorPattern,0.00,0.08,0.0000
5354,VisitorPattern,0.00,0.08,0.0000
5354,NonVisitorPattern,0.00,0.08,0.0000
5355,VisitorPattern,0.00,0.08,0.0000
5355,NonVisitorPattern,0.00,0.07,0.0000
5356,VisitorPattern,0.00,0.08,0.0000
5356,NonVisitorPattern,0.00,0.08,0.0000
5357,VisitorPattern,0.00,0.08,0.0000
5357,NonVisitorPattern,0.00,0.08,0.0000
5358,VisitorPattern,0.00,0.08,0.0000
5358,NonVisitorPattern,0.00,0.08,0.0000
5359,VisitorPattern,0.00,0.10,0.0000
5359,NonVisitorPattern,0.00,0.10,0.0000
5360,VisitorPattern,0.00,0.08,0.0000
5360,NonVisitorPattern,0.00,0.08,0.0000
5361,VisitorPattern,0.00,0.09,0.0000
5361,NonVisitorPattern,0.00,0.08,0.0000
5362,VisitorPattern,0.00,0.08,0.0000
5362,NonVisitorPattern,0.00,0.08,0.0000
5363,VisitorPattern,0.00,0.08,0.0000
5363,NonVisitorPattern,0.00,0.08,0.0000
5364,VisitorPattern,0.00,0.09,0.0000
5364,NonVisitorPattern,0.00,0.08,0.0000
5365,VisitorPattern,0.00,0.08,0.0000
5365,NonVisitorPattern,0.00,0.08,0.0000
5366,VisitorPattern,0.00,0.08,0.0000
5366,NonVisitorPattern,0.00,0.08,0.0000
5367,VisitorPattern,0.00,0.18,0.0000
5367,NonVisitorPattern,0.00,0.10,0.0000
5368,VisitorPattern,0.00,0.09,0.0000
5368,NonVisitorPattern,0.00,0.08,0.0000
5369,VisitorPattern,0.00,0.09,0.0000
5369,NonVisitorPattern,0.00,0.09,0.0000
5370,VisitorPattern,0.00,0.09,0.0000
5370,NonVisitorPattern,0.00,0.08,0.0000
5371,VisitorPattern,0.00,0.09,0.0000
5371,NonVisitorPattern,0.00,0.09,0.0000
5372,VisitorPattern,0.00,0.08,0.0000
5372,NonVisitorPattern,0.00,0.08,0.0000
5373,VisitorPattern,0.00,0.08,0.0000
5373,NonVisitorPattern,0.00,0.08,0.0000
5374,VisitorPattern,0.00,0.08,0.0000
5374,NonVisitorPattern,0.00,0.08,0.0000
5375,VisitorPattern,0.00,0.08,0.0000
5375,NonVisitorPattern,0.00,0.07,0.0000
5376,VisitorPattern,0.00,0.08,0.0000
5376,NonVisitorPattern,0.00,0.07,0.0000
5377,VisitorPattern,0.00,0.07,0.0000
5377,NonVisitorPattern,0.00,0.07,0.0000
5378,VisitorPattern,0.00,0.07,0.0000
5378,NonVisitorPattern,0.00,0.06,0.0000
5379,VisitorPattern,0.00,0.12,0.0000
5379,NonVisitorPattern,0.00,0.19,0.0000
5380,VisitorPattern,0.00,0.07,0.0000
5380,NonVisitorPattern,0.00,0.07,0.0000
5381,VisitorPattern,0.00,0.07,0.0000
5381,NonVisitorPattern,0.00,0.07,0.0000
5382,VisitorPattern,0.00,0.07,0.0000
5382,NonVisitorPattern,0.00,0.07,0.0000
5383,VisitorPattern,0.00,0.07,0.0000
5383,NonVisitorPattern,0.00,0.07,0.0000
5384,VisitorPattern,0.00,0.07,0.0000
5384,NonVisitorPattern,0.00,0.07,0.0000
5385,VisitorPattern,0.00,0.07,0.0000
5385,NonVisitorPattern,0.00,0.07,0.0000
5386,VisitorPattern,0.00,0.07,0.0000
5386,NonVisitorPattern,0.00,0.07,0.0000
5387,VisitorPattern,0.00,0.07,0.0000
